,model,dataset,question_id,answer_index
9683,Mistral-Large-Instruct-2411,crass,129,0
9684,Mistral-Large-Instruct-2411,crass,130,0
9685,Mistral-Large-Instruct-2411,crass,131,0
9686,Mistral-Large-Instruct-2411,crass,132,0
9687,Mistral-Large-Instruct-2411,crass,133,0
9688,Mistral-Large-Instruct-2411,crass,134,0
9689,Mistral-Large-Instruct-2411,crass,135,0
9690,Mistral-Large-Instruct-2411,crass,136,0
9691,Mistral-Large-Instruct-2411,crass,137,0
9692,Mistral-Large-Instruct-2411,crass,138,0
9693,Mistral-Large-Instruct-2411,crass,139,0
9694,Mistral-Large-Instruct-2411,crass,140,0
9695,Mistral-Large-Instruct-2411,crass,141,0
9696,Mistral-Large-Instruct-2411,crass,142,0
9697,Mistral-Large-Instruct-2411,crass,143,0
9698,Mistral-Large-Instruct-2411,crass,144,0
9699,Mistral-Large-Instruct-2411,crass,145,0
9700,Mistral-Large-Instruct-2411,crass,146,0
9701,Mistral-Large-Instruct-2411,crass,147,0
9702,Mistral-Large-Instruct-2411,crass,148,0
9703,Mistral-Large-Instruct-2411,crass,149,1
9704,Mistral-Large-Instruct-2411,crass,150,0
9705,Mistral-Large-Instruct-2411,crass,151,0
9706,Mistral-Large-Instruct-2411,crass,152,0
9707,Mistral-Large-Instruct-2411,crass,153,0
9708,Mistral-Large-Instruct-2411,crass,154,0
9709,Mistral-Large-Instruct-2411,crass,155,0
9710,Mistral-Large-Instruct-2411,crass,156,0
9711,Mistral-Large-Instruct-2411,crass,157,0
9712,Mistral-Large-Instruct-2411,crass,158,1
9713,Mistral-Large-Instruct-2411,crass,159,0
9714,Mistral-Large-Instruct-2411,crass,160,2
9715,Mistral-Large-Instruct-2411,crass,161,0
9716,Mistral-Large-Instruct-2411,crass,162,0
9717,Mistral-Large-Instruct-2411,crass,163,0
9718,Mistral-Large-Instruct-2411,crass,164,0
9719,Mistral-Large-Instruct-2411,crass,165,0
9720,Mistral-Large-Instruct-2411,crass,166,0
9721,Mistral-Large-Instruct-2411,crass,167,0
9722,Mistral-Large-Instruct-2411,crass,168,0
9723,Mistral-Large-Instruct-2411,crass,169,0
9724,Mistral-Large-Instruct-2411,crass,170,1
9725,Mistral-Large-Instruct-2411,crass,171,0
9726,Mistral-Large-Instruct-2411,crass,172,0
9727,Mistral-Large-Instruct-2411,crass,173,0
9728,Mistral-Large-Instruct-2411,crass,174,0
9729,Mistral-Large-Instruct-2411,crass,175,0
9730,Mistral-Large-Instruct-2411,crass,176,0
9731,Mistral-Large-Instruct-2411,crass,177,2
9732,Mistral-Large-Instruct-2411,crass,178,0
9733,Mistral-Large-Instruct-2411,crass,179,0
9734,Mistral-Large-Instruct-2411,crass,180,0
9735,Mistral-Large-Instruct-2411,crass,181,0
9736,Mistral-Large-Instruct-2411,crass,182,0
9737,Mistral-Large-Instruct-2411,crass,183,0
9738,Mistral-Large-Instruct-2411,crass,184,0
9739,Mistral-Large-Instruct-2411,crass,185,1
9740,Mistral-Large-Instruct-2411,crass,186,0
9741,Mistral-Large-Instruct-2411,crass,187,0
9742,Mistral-Large-Instruct-2411,crass,188,0
9743,Mistral-Large-Instruct-2411,crass,189,0
9744,Mistral-Large-Instruct-2411,crass,190,0
9745,Mistral-Large-Instruct-2411,crass,191,0
9746,Mistral-Large-Instruct-2411,crass,192,0
9747,Mistral-Large-Instruct-2411,crass,193,0
9748,Mistral-Large-Instruct-2411,crass,194,0
9749,Mistral-Large-Instruct-2411,crass,195,0
9750,Mistral-Large-Instruct-2411,crass,196,0
9751,Mistral-Large-Instruct-2411,crass,197,0
9752,Mistral-Large-Instruct-2411,crass,198,0
9753,Mistral-Large-Instruct-2411,crass,199,0
9754,Mistral-Large-Instruct-2411,crass,200,0
9755,Mistral-Large-Instruct-2411,crass,201,0
9756,Mistral-Large-Instruct-2411,crass,202,0
9757,Mistral-Large-Instruct-2411,crass,203,0
9758,Mistral-Large-Instruct-2411,crass,204,0
9759,Mistral-Large-Instruct-2411,crass,205,0
9760,Mistral-Large-Instruct-2411,crass,206,0
9761,Mistral-Large-Instruct-2411,crass,207,0
9762,Mistral-Large-Instruct-2411,crass,208,0
9763,Mistral-Large-Instruct-2411,crass,209,0
9764,Mistral-Large-Instruct-2411,crass,210,0
9765,Mistral-Large-Instruct-2411,crass,211,0
9766,Mistral-Large-Instruct-2411,crass,212,0
9767,Mistral-Large-Instruct-2411,crass,213,0
9768,Mistral-Large-Instruct-2411,crass,214,0
9769,Mistral-Large-Instruct-2411,crass,215,0
9770,Mistral-Large-Instruct-2411,crass,216,0
9771,Mistral-Large-Instruct-2411,crass,217,0
9772,Mistral-Large-Instruct-2411,crass,218,0
9773,Mistral-Large-Instruct-2411,crass,219,0
9774,Mistral-Large-Instruct-2411,crass,220,0
9775,Mistral-Large-Instruct-2411,crass,221,0
9776,Mistral-Large-Instruct-2411,crass,222,0
9777,Mistral-Large-Instruct-2411,crass,223,0
9778,Mistral-Large-Instruct-2411,crass,224,0
9779,Mistral-Large-Instruct-2411,crass,225,0
9780,Mistral-Large-Instruct-2411,crass,226,0
9781,Mistral-Large-Instruct-2411,crass,227,0
9782,Mistral-Large-Instruct-2411,crass,228,0
9783,Mistral-Large-Instruct-2411,crass,229,0
9784,Mistral-Large-Instruct-2411,crass,230,0
9785,Mistral-Large-Instruct-2411,crass,231,0
9786,Mistral-Large-Instruct-2411,crass,232,0
9787,Mistral-Large-Instruct-2411,crass,233,0
9788,Mistral-Large-Instruct-2411,crass,234,0
9789,Mistral-Large-Instruct-2411,crass,235,0
9790,Mistral-Large-Instruct-2411,crass,236,0
9791,Mistral-Large-Instruct-2411,crass,237,1
9792,Mistral-Large-Instruct-2411,crass,238,0
9793,Mistral-Large-Instruct-2411,crass,239,0
9794,Mistral-Large-Instruct-2411,crass,240,0
9795,Mistral-Large-Instruct-2411,crass,241,0
9796,Mistral-Large-Instruct-2411,crass,242,0
9797,Mistral-Large-Instruct-2411,crass,243,0
9798,Mistral-Large-Instruct-2411,crass,244,0
9799,Mistral-Large-Instruct-2411,crass,245,0
9800,Mistral-Large-Instruct-2411,crass,246,0
9801,Mistral-Large-Instruct-2411,crass,247,0
9802,Mistral-Large-Instruct-2411,crass,248,0
9803,Mistral-Large-Instruct-2411,crass,249,0
9804,Mistral-Large-Instruct-2411,crass,250,0
9805,Mistral-Large-Instruct-2411,crass,251,0
9806,Mistral-Large-Instruct-2411,crass,252,0
9807,Mistral-Large-Instruct-2411,crass,253,0
9808,Mistral-Large-Instruct-2411,crass,254,0
9809,Mistral-Large-Instruct-2411,crass,255,0
9810,Mistral-Large-Instruct-2411,crass,256,0
9811,Mistral-Large-Instruct-2411,crass,257,0
9812,Mistral-Large-Instruct-2411,crass,258,1
9813,Mistral-Large-Instruct-2411,crass,259,0
9814,Mistral-Large-Instruct-2411,crass,260,0
9815,Mistral-Large-Instruct-2411,crass,261,0
9816,Mistral-Large-Instruct-2411,crass,262,0
9817,Mistral-Large-Instruct-2411,crass,263,0
9818,Mistral-Large-Instruct-2411,crass,264,0
9819,Mistral-Large-Instruct-2411,crass,265,1
9820,Mistral-Large-Instruct-2411,crass,266,0
9821,Mistral-Large-Instruct-2411,crass,267,0
9822,Mistral-Large-Instruct-2411,crass,268,0
9823,Mistral-Large-Instruct-2411,crass,269,0
9824,Mistral-Large-Instruct-2411,crass,270,0
9825,Mistral-Large-Instruct-2411,crass,271,0
9826,Mistral-Large-Instruct-2411,crass,272,0
9827,Mistral-Large-Instruct-2411,crass,273,0
9828,DeepSeek-R1-Distill-Llama-70B,crass,0,0
9829,DeepSeek-R1-Distill-Llama-70B,crass,1,0
9830,DeepSeek-R1-Distill-Llama-70B,crass,2,1
9831,DeepSeek-R1-Distill-Llama-70B,crass,3,0
9832,DeepSeek-R1-Distill-Llama-70B,crass,4,0
9833,DeepSeek-R1-Distill-Llama-70B,crass,5,0
9834,DeepSeek-R1-Distill-Llama-70B,crass,6,0
9835,DeepSeek-R1-Distill-Llama-70B,crass,7,0
9836,DeepSeek-R1-Distill-Llama-70B,crass,8,0
9837,DeepSeek-R1-Distill-Llama-70B,crass,9,0
9838,DeepSeek-R1-Distill-Llama-70B,crass,10,0
9839,DeepSeek-R1-Distill-Llama-70B,crass,11,0
9840,DeepSeek-R1-Distill-Llama-70B,crass,12,0
9841,DeepSeek-R1-Distill-Llama-70B,crass,13,0
9842,DeepSeek-R1-Distill-Llama-70B,crass,14,0
9843,DeepSeek-R1-Distill-Llama-70B,crass,15,0
9844,DeepSeek-R1-Distill-Llama-70B,crass,16,0
9845,DeepSeek-R1-Distill-Llama-70B,crass,17,0
9846,DeepSeek-R1-Distill-Llama-70B,crass,18,0
9847,DeepSeek-R1-Distill-Llama-70B,crass,19,0
9848,DeepSeek-R1-Distill-Llama-70B,crass,20,0
9849,DeepSeek-R1-Distill-Llama-70B,crass,21,0
9850,DeepSeek-R1-Distill-Llama-70B,crass,22,0
9851,DeepSeek-R1-Distill-Llama-70B,crass,23,0
9852,DeepSeek-R1-Distill-Llama-70B,crass,24,1
9853,DeepSeek-R1-Distill-Llama-70B,crass,25,0
9854,DeepSeek-R1-Distill-Llama-70B,crass,26,0
9855,DeepSeek-R1-Distill-Llama-70B,crass,27,0
9856,DeepSeek-R1-Distill-Llama-70B,crass,28,0
9857,DeepSeek-R1-Distill-Llama-70B,crass,29,0
9858,DeepSeek-R1-Distill-Llama-70B,crass,30,2
9859,DeepSeek-R1-Distill-Llama-70B,crass,31,0
9860,DeepSeek-R1-Distill-Llama-70B,crass,32,0
9861,DeepSeek-R1-Distill-Llama-70B,crass,33,0
9862,DeepSeek-R1-Distill-Llama-70B,crass,34,0
9863,DeepSeek-R1-Distill-Llama-70B,crass,35,0
9864,DeepSeek-R1-Distill-Llama-70B,crass,36,0
9865,DeepSeek-R1-Distill-Llama-70B,crass,37,2
9866,DeepSeek-R1-Distill-Llama-70B,crass,38,0
9867,DeepSeek-R1-Distill-Llama-70B,crass,39,0
9868,DeepSeek-R1-Distill-Llama-70B,crass,40,0
9869,DeepSeek-R1-Distill-Llama-70B,crass,41,0
9870,DeepSeek-R1-Distill-Llama-70B,crass,42,0
9871,DeepSeek-R1-Distill-Llama-70B,crass,43,0
9872,DeepSeek-R1-Distill-Llama-70B,crass,44,0
9873,DeepSeek-R1-Distill-Llama-70B,crass,45,0
9874,DeepSeek-R1-Distill-Llama-70B,crass,46,0
9875,DeepSeek-R1-Distill-Llama-70B,crass,47,0
9876,DeepSeek-R1-Distill-Llama-70B,crass,48,0
9877,DeepSeek-R1-Distill-Llama-70B,crass,49,0
9878,DeepSeek-R1-Distill-Llama-70B,crass,50,0
9879,DeepSeek-R1-Distill-Llama-70B,crass,51,0
9880,DeepSeek-R1-Distill-Llama-70B,crass,52,0
9881,DeepSeek-R1-Distill-Llama-70B,crass,53,0
9882,DeepSeek-R1-Distill-Llama-70B,crass,54,0
9883,DeepSeek-R1-Distill-Llama-70B,crass,55,0
9884,DeepSeek-R1-Distill-Llama-70B,crass,56,0
9885,DeepSeek-R1-Distill-Llama-70B,crass,57,0
9886,DeepSeek-R1-Distill-Llama-70B,crass,58,0
9887,DeepSeek-R1-Distill-Llama-70B,crass,59,0
9888,DeepSeek-R1-Distill-Llama-70B,crass,60,0
9889,DeepSeek-R1-Distill-Llama-70B,crass,61,0
9890,DeepSeek-R1-Distill-Llama-70B,crass,62,0
9891,DeepSeek-R1-Distill-Llama-70B,crass,63,0
9892,DeepSeek-R1-Distill-Llama-70B,crass,64,1
9893,DeepSeek-R1-Distill-Llama-70B,crass,65,0
9894,DeepSeek-R1-Distill-Llama-70B,crass,66,0
9895,DeepSeek-R1-Distill-Llama-70B,crass,67,0
9896,DeepSeek-R1-Distill-Llama-70B,crass,68,0
9897,DeepSeek-R1-Distill-Llama-70B,crass,69,0
9898,DeepSeek-R1-Distill-Llama-70B,crass,70,0
9899,DeepSeek-R1-Distill-Llama-70B,crass,71,0
9900,DeepSeek-R1-Distill-Llama-70B,crass,72,0
9901,DeepSeek-R1-Distill-Llama-70B,crass,73,0
9902,DeepSeek-R1-Distill-Llama-70B,crass,74,0
9903,DeepSeek-R1-Distill-Llama-70B,crass,75,0
9904,DeepSeek-R1-Distill-Llama-70B,crass,76,0
9905,DeepSeek-R1-Distill-Llama-70B,crass,77,0
9906,DeepSeek-R1-Distill-Llama-70B,crass,78,0
9907,DeepSeek-R1-Distill-Llama-70B,crass,79,0
9908,DeepSeek-R1-Distill-Llama-70B,crass,80,2
9909,DeepSeek-R1-Distill-Llama-70B,crass,81,0
9910,DeepSeek-R1-Distill-Llama-70B,crass,82,0
9911,DeepSeek-R1-Distill-Llama-70B,crass,83,0
9912,DeepSeek-R1-Distill-Llama-70B,crass,84,0
9913,DeepSeek-R1-Distill-Llama-70B,crass,85,0
9914,DeepSeek-R1-Distill-Llama-70B,crass,86,0
9915,DeepSeek-R1-Distill-Llama-70B,crass,87,0
9916,DeepSeek-R1-Distill-Llama-70B,crass,88,0
9917,DeepSeek-R1-Distill-Llama-70B,crass,89,0
9918,DeepSeek-R1-Distill-Llama-70B,crass,90,2
9919,DeepSeek-R1-Distill-Llama-70B,crass,91,1
9920,DeepSeek-R1-Distill-Llama-70B,crass,92,2
9921,DeepSeek-R1-Distill-Llama-70B,crass,93,0
9922,DeepSeek-R1-Distill-Llama-70B,crass,94,0
9923,DeepSeek-R1-Distill-Llama-70B,crass,95,0
9924,DeepSeek-R1-Distill-Llama-70B,crass,96,1
9925,DeepSeek-R1-Distill-Llama-70B,crass,97,0
9926,DeepSeek-R1-Distill-Llama-70B,crass,98,0
9927,DeepSeek-R1-Distill-Llama-70B,crass,99,0
9928,DeepSeek-R1-Distill-Llama-70B,crass,100,0
9929,DeepSeek-R1-Distill-Llama-70B,crass,101,0
9930,DeepSeek-R1-Distill-Llama-70B,crass,102,0
9931,DeepSeek-R1-Distill-Llama-70B,crass,103,0
9932,DeepSeek-R1-Distill-Llama-70B,crass,104,0
9933,DeepSeek-R1-Distill-Llama-70B,crass,105,0
9934,DeepSeek-R1-Distill-Llama-70B,crass,106,0
9935,DeepSeek-R1-Distill-Llama-70B,crass,107,0
9936,DeepSeek-R1-Distill-Llama-70B,crass,108,0
9937,DeepSeek-R1-Distill-Llama-70B,crass,109,0
9938,DeepSeek-R1-Distill-Llama-70B,crass,110,0
9939,DeepSeek-R1-Distill-Llama-70B,crass,111,0
9940,DeepSeek-R1-Distill-Llama-70B,crass,112,0
9941,DeepSeek-R1-Distill-Llama-70B,crass,114,0
9942,DeepSeek-R1-Distill-Llama-70B,crass,115,0
9943,DeepSeek-R1-Distill-Llama-70B,crass,116,0
9944,DeepSeek-R1-Distill-Llama-70B,crass,117,2
9945,DeepSeek-R1-Distill-Llama-70B,crass,118,0
9946,DeepSeek-R1-Distill-Llama-70B,crass,119,0
9947,DeepSeek-R1-Distill-Llama-70B,crass,120,0
9948,DeepSeek-R1-Distill-Llama-70B,crass,121,0
9949,DeepSeek-R1-Distill-Llama-70B,crass,122,0
9950,DeepSeek-R1-Distill-Llama-70B,crass,123,0
9951,DeepSeek-R1-Distill-Llama-70B,crass,124,0
9952,DeepSeek-R1-Distill-Llama-70B,crass,125,0
9953,DeepSeek-R1-Distill-Llama-70B,crass,126,0
9954,DeepSeek-R1-Distill-Llama-70B,crass,127,0
9955,DeepSeek-R1-Distill-Llama-70B,crass,128,0
9956,DeepSeek-R1-Distill-Llama-70B,crass,129,0
9957,DeepSeek-R1-Distill-Llama-70B,crass,130,0
9958,DeepSeek-R1-Distill-Llama-70B,crass,131,3
9959,DeepSeek-R1-Distill-Llama-70B,crass,132,0
9960,DeepSeek-R1-Distill-Llama-70B,crass,133,0
9961,DeepSeek-R1-Distill-Llama-70B,crass,134,0
9962,DeepSeek-R1-Distill-Llama-70B,crass,135,0
9963,DeepSeek-R1-Distill-Llama-70B,crass,136,0
9964,DeepSeek-R1-Distill-Llama-70B,crass,137,1
9965,DeepSeek-R1-Distill-Llama-70B,crass,138,1
9966,DeepSeek-R1-Distill-Llama-70B,crass,139,0
9967,DeepSeek-R1-Distill-Llama-70B,crass,140,0
9968,DeepSeek-R1-Distill-Llama-70B,crass,141,0
9969,DeepSeek-R1-Distill-Llama-70B,crass,142,0
9970,DeepSeek-R1-Distill-Llama-70B,crass,143,0
9971,DeepSeek-R1-Distill-Llama-70B,crass,144,0
9972,DeepSeek-R1-Distill-Llama-70B,crass,145,0
9973,DeepSeek-R1-Distill-Llama-70B,crass,146,0
9974,DeepSeek-R1-Distill-Llama-70B,crass,147,0
9975,DeepSeek-R1-Distill-Llama-70B,crass,148,0
9976,DeepSeek-R1-Distill-Llama-70B,crass,149,0
9977,DeepSeek-R1-Distill-Llama-70B,crass,150,0
9978,DeepSeek-R1-Distill-Llama-70B,crass,151,0
9979,DeepSeek-R1-Distill-Llama-70B,crass,152,0
9980,DeepSeek-R1-Distill-Llama-70B,crass,153,0
9981,DeepSeek-R1-Distill-Llama-70B,crass,154,0
9982,DeepSeek-R1-Distill-Llama-70B,crass,155,0
9983,DeepSeek-R1-Distill-Llama-70B,crass,156,0
9984,DeepSeek-R1-Distill-Llama-70B,crass,157,0
9985,DeepSeek-R1-Distill-Llama-70B,crass,158,0
9986,DeepSeek-R1-Distill-Llama-70B,crass,159,0
9987,DeepSeek-R1-Distill-Llama-70B,crass,160,2
9988,DeepSeek-R1-Distill-Llama-70B,crass,161,0
9989,DeepSeek-R1-Distill-Llama-70B,crass,162,0
9990,DeepSeek-R1-Distill-Llama-70B,crass,163,0
9991,DeepSeek-R1-Distill-Llama-70B,crass,164,0
9992,DeepSeek-R1-Distill-Llama-70B,crass,165,0
9993,DeepSeek-R1-Distill-Llama-70B,crass,166,0
9994,DeepSeek-R1-Distill-Llama-70B,crass,167,0
9995,DeepSeek-R1-Distill-Llama-70B,crass,168,0
9996,DeepSeek-R1-Distill-Llama-70B,crass,169,0
9997,DeepSeek-R1-Distill-Llama-70B,crass,170,0
9998,DeepSeek-R1-Distill-Llama-70B,crass,171,0
9999,DeepSeek-R1-Distill-Llama-70B,crass,172,0
10000,DeepSeek-R1-Distill-Llama-70B,crass,173,0
10001,DeepSeek-R1-Distill-Llama-70B,crass,174,0
10002,DeepSeek-R1-Distill-Llama-70B,crass,175,0
10003,DeepSeek-R1-Distill-Llama-70B,crass,176,0
10004,DeepSeek-R1-Distill-Llama-70B,crass,177,2
10005,DeepSeek-R1-Distill-Llama-70B,crass,178,0
10006,DeepSeek-R1-Distill-Llama-70B,crass,179,0
10007,DeepSeek-R1-Distill-Llama-70B,crass,180,0
10008,DeepSeek-R1-Distill-Llama-70B,crass,181,0
10009,DeepSeek-R1-Distill-Llama-70B,crass,182,0
10010,DeepSeek-R1-Distill-Llama-70B,crass,183,0
10011,DeepSeek-R1-Distill-Llama-70B,crass,184,0
10012,DeepSeek-R1-Distill-Llama-70B,crass,185,2
10013,DeepSeek-R1-Distill-Llama-70B,crass,186,0
10014,DeepSeek-R1-Distill-Llama-70B,crass,187,0
10015,DeepSeek-R1-Distill-Llama-70B,crass,188,0
10016,DeepSeek-R1-Distill-Llama-70B,crass,189,0
10017,DeepSeek-R1-Distill-Llama-70B,crass,190,0
10018,DeepSeek-R1-Distill-Llama-70B,crass,191,0
10019,DeepSeek-R1-Distill-Llama-70B,crass,192,0
10020,DeepSeek-R1-Distill-Llama-70B,crass,193,0
10021,DeepSeek-R1-Distill-Llama-70B,crass,194,0
10022,DeepSeek-R1-Distill-Llama-70B,crass,195,0
10023,DeepSeek-R1-Distill-Llama-70B,crass,196,0
10024,DeepSeek-R1-Distill-Llama-70B,crass,197,0
10025,DeepSeek-R1-Distill-Llama-70B,crass,198,0
10026,DeepSeek-R1-Distill-Llama-70B,crass,199,0
10027,DeepSeek-R1-Distill-Llama-70B,crass,200,0
10028,DeepSeek-R1-Distill-Llama-70B,crass,201,0
10029,DeepSeek-R1-Distill-Llama-70B,crass,202,0
10030,DeepSeek-R1-Distill-Llama-70B,crass,203,0
10031,DeepSeek-R1-Distill-Llama-70B,crass,204,3
10032,DeepSeek-R1-Distill-Llama-70B,crass,205,0
10033,DeepSeek-R1-Distill-Llama-70B,crass,206,0
10034,DeepSeek-R1-Distill-Llama-70B,crass,207,0
10035,DeepSeek-R1-Distill-Llama-70B,crass,208,0
10036,DeepSeek-R1-Distill-Llama-70B,crass,209,0
10037,DeepSeek-R1-Distill-Llama-70B,crass,210,0
10038,DeepSeek-R1-Distill-Llama-70B,crass,211,0
10039,DeepSeek-R1-Distill-Llama-70B,crass,212,0
10040,DeepSeek-R1-Distill-Llama-70B,crass,213,0
10041,DeepSeek-R1-Distill-Llama-70B,crass,214,0
10042,DeepSeek-R1-Distill-Llama-70B,crass,215,0
10043,DeepSeek-R1-Distill-Llama-70B,crass,216,0
10044,DeepSeek-R1-Distill-Llama-70B,crass,217,0
10045,DeepSeek-R1-Distill-Llama-70B,crass,218,0
10046,DeepSeek-R1-Distill-Llama-70B,crass,219,0
10047,DeepSeek-R1-Distill-Llama-70B,crass,220,0
10048,DeepSeek-R1-Distill-Llama-70B,crass,221,0
10049,DeepSeek-R1-Distill-Llama-70B,crass,222,0
10050,DeepSeek-R1-Distill-Llama-70B,crass,223,0
10051,DeepSeek-R1-Distill-Llama-70B,crass,224,0
10052,DeepSeek-R1-Distill-Llama-70B,crass,225,0
10053,DeepSeek-R1-Distill-Llama-70B,crass,226,0
10054,DeepSeek-R1-Distill-Llama-70B,crass,227,0
10055,DeepSeek-R1-Distill-Llama-70B,crass,228,0
10056,DeepSeek-R1-Distill-Llama-70B,crass,229,0
10057,DeepSeek-R1-Distill-Llama-70B,crass,230,0
10058,DeepSeek-R1-Distill-Llama-70B,crass,231,0
10059,DeepSeek-R1-Distill-Llama-70B,crass,232,0
10060,DeepSeek-R1-Distill-Llama-70B,crass,233,0
10061,DeepSeek-R1-Distill-Llama-70B,crass,234,0
10062,DeepSeek-R1-Distill-Llama-70B,crass,235,0
10063,DeepSeek-R1-Distill-Llama-70B,crass,236,0
10064,DeepSeek-R1-Distill-Llama-70B,crass,237,0
10065,DeepSeek-R1-Distill-Llama-70B,crass,238,0
10066,DeepSeek-R1-Distill-Llama-70B,crass,239,0
10067,DeepSeek-R1-Distill-Llama-70B,crass,240,0
10068,DeepSeek-R1-Distill-Llama-70B,crass,241,0
10069,DeepSeek-R1-Distill-Llama-70B,crass,242,0
10070,DeepSeek-R1-Distill-Llama-70B,crass,243,0
10071,DeepSeek-R1-Distill-Llama-70B,crass,244,0
10072,DeepSeek-R1-Distill-Llama-70B,crass,245,0
10073,DeepSeek-R1-Distill-Llama-70B,crass,246,0
10074,DeepSeek-R1-Distill-Llama-70B,crass,247,0
10075,DeepSeek-R1-Distill-Llama-70B,crass,248,0
10076,DeepSeek-R1-Distill-Llama-70B,crass,249,0
10077,DeepSeek-R1-Distill-Llama-70B,crass,250,0
10078,DeepSeek-R1-Distill-Llama-70B,crass,251,0
10079,DeepSeek-R1-Distill-Llama-70B,crass,252,0
10080,DeepSeek-R1-Distill-Llama-70B,crass,253,0
10081,DeepSeek-R1-Distill-Llama-70B,crass,254,3
10082,DeepSeek-R1-Distill-Llama-70B,crass,255,0
10083,DeepSeek-R1-Distill-Llama-70B,crass,256,0
10084,DeepSeek-R1-Distill-Llama-70B,crass,257,0
10085,DeepSeek-R1-Distill-Llama-70B,crass,258,0
10086,DeepSeek-R1-Distill-Llama-70B,crass,259,0
10087,DeepSeek-R1-Distill-Llama-70B,crass,260,0
10088,DeepSeek-R1-Distill-Llama-70B,crass,261,0
10089,DeepSeek-R1-Distill-Llama-70B,crass,262,0
10090,DeepSeek-R1-Distill-Llama-70B,crass,263,0
10091,DeepSeek-R1-Distill-Llama-70B,crass,264,0
10092,DeepSeek-R1-Distill-Llama-70B,crass,265,0
10093,DeepSeek-R1-Distill-Llama-70B,crass,266,0
10094,DeepSeek-R1-Distill-Llama-70B,crass,267,0
10095,DeepSeek-R1-Distill-Llama-70B,crass,268,0
10096,DeepSeek-R1-Distill-Llama-70B,crass,269,0
10097,DeepSeek-R1-Distill-Llama-70B,crass,270,0
10098,DeepSeek-R1-Distill-Llama-70B,crass,271,0
10099,DeepSeek-R1-Distill-Llama-70B,crass,272,0
10100,DeepSeek-R1-Distill-Llama-70B,crass,273,0
10101,DeepSeek-R1-Distill-Qwen-32B,crass,0,0
10102,DeepSeek-R1-Distill-Qwen-32B,crass,1,0
10103,DeepSeek-R1-Distill-Qwen-32B,crass,2,0
10104,DeepSeek-R1-Distill-Qwen-32B,crass,3,0
10105,DeepSeek-R1-Distill-Qwen-32B,crass,4,0
10106,DeepSeek-R1-Distill-Qwen-32B,crass,5,0
10107,DeepSeek-R1-Distill-Qwen-32B,crass,6,0
10108,DeepSeek-R1-Distill-Qwen-32B,crass,7,0
10109,DeepSeek-R1-Distill-Qwen-32B,crass,8,0
10110,DeepSeek-R1-Distill-Qwen-32B,crass,9,0
10111,DeepSeek-R1-Distill-Qwen-32B,crass,10,0
10112,DeepSeek-R1-Distill-Qwen-32B,crass,11,0
10113,DeepSeek-R1-Distill-Qwen-32B,crass,12,0
10114,DeepSeek-R1-Distill-Qwen-32B,crass,13,0
10115,DeepSeek-R1-Distill-Qwen-32B,crass,14,0
10116,DeepSeek-R1-Distill-Qwen-32B,crass,15,0
10117,DeepSeek-R1-Distill-Qwen-32B,crass,16,0
10118,DeepSeek-R1-Distill-Qwen-32B,crass,17,0
10119,DeepSeek-R1-Distill-Qwen-32B,crass,18,0
10120,DeepSeek-R1-Distill-Qwen-32B,crass,19,0
10121,DeepSeek-R1-Distill-Qwen-32B,crass,20,0
10122,DeepSeek-R1-Distill-Qwen-32B,crass,21,0
10123,DeepSeek-R1-Distill-Qwen-32B,crass,22,0
10124,DeepSeek-R1-Distill-Qwen-32B,crass,23,0
10125,DeepSeek-R1-Distill-Qwen-32B,crass,24,1
10126,DeepSeek-R1-Distill-Qwen-32B,crass,25,2
10127,DeepSeek-R1-Distill-Qwen-32B,crass,26,0
10128,DeepSeek-R1-Distill-Qwen-32B,crass,27,0
10129,DeepSeek-R1-Distill-Qwen-32B,crass,28,0
10130,DeepSeek-R1-Distill-Qwen-32B,crass,29,0
10131,DeepSeek-R1-Distill-Qwen-32B,crass,30,0
10132,DeepSeek-R1-Distill-Qwen-32B,crass,31,3
10133,DeepSeek-R1-Distill-Qwen-32B,crass,32,0
10134,DeepSeek-R1-Distill-Qwen-32B,crass,33,1
10135,DeepSeek-R1-Distill-Qwen-32B,crass,34,0
10136,DeepSeek-R1-Distill-Qwen-32B,crass,35,0
10137,DeepSeek-R1-Distill-Qwen-32B,crass,36,0
10138,DeepSeek-R1-Distill-Qwen-32B,crass,37,1
10139,DeepSeek-R1-Distill-Qwen-32B,crass,38,0
10140,DeepSeek-R1-Distill-Qwen-32B,crass,39,0
10141,DeepSeek-R1-Distill-Qwen-32B,crass,40,0
10142,DeepSeek-R1-Distill-Qwen-32B,crass,41,0
10143,DeepSeek-R1-Distill-Qwen-32B,crass,42,1
10144,DeepSeek-R1-Distill-Qwen-32B,crass,43,0
10145,DeepSeek-R1-Distill-Qwen-32B,crass,44,0
10146,DeepSeek-R1-Distill-Qwen-32B,crass,45,1
10147,DeepSeek-R1-Distill-Qwen-32B,crass,46,0
10148,DeepSeek-R1-Distill-Qwen-32B,crass,47,0
10149,DeepSeek-R1-Distill-Qwen-32B,crass,48,0
10150,DeepSeek-R1-Distill-Qwen-32B,crass,49,1
10151,DeepSeek-R1-Distill-Qwen-32B,crass,50,0
10152,DeepSeek-R1-Distill-Qwen-32B,crass,51,0
10153,DeepSeek-R1-Distill-Qwen-32B,crass,52,0
10154,DeepSeek-R1-Distill-Qwen-32B,crass,53,0
